music_id,track_name,artist,in_spotify_charts
406,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,0
407,Do They Know It's Christmas? - 1984 Version,Band Aid,0
408,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",0
409,Special,SZA,0
410,Merry Christmas Everyone,Shakin' Stevens,0
411,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",0
412,SOS,SZA,0
413,Open Arms (feat. Travis Scott),"SZA, Travis Scott",4
414,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",0
415,Driving Home for Christmas - 2019 Remaster,Chris Rea,0
416,Christmas (Baby Please Come Home),Darlene Love,0
417,Gone Girl,SZA,0
418,F2F,SZA,0
419,Notice Me,SZA,0
420,Merry Christmas,"Ed Sheeran, Elton John",0
421,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",0
422,My Only Wish (This Year),Britney Spears,0
423,Antidepresan,"Mabel Matiz, Mert Demir",2
424,Wild Flower (with youjeen),RM,2
425,I Hate U,SZA,0
426,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",0
427,SPIT IN MY FACE!,ThxSoMch,0
428,Deck The Hall - Remastered 1999,Nat King Cole,0
429,Smoking on my Ex Pack,SZA,0
430,Conceited,SZA,0
431,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",0
432,Maroon,Taylor Swift,0
433,Bejeweled,Taylor Swift,0
434,Tarot,"Bad Bunny, Jhay Cortez",20
435,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",0
436,Desesperados,"Chencho Corleone, Rauw Alejandro",34
437,Too Late,SZA,0
438,Party,"Bad Bunny, Rauw Alejandro",4
439,Run Rudolph Run - Single Version,Chuck Berry,0
440,Jingle Bells - Remastered 1999,Frank Sinatra,0
441,Far,SZA,0
442,On Time (with John Legend),"John Legend, Metro Boomin",0
443,齛bcdefu,Gayle,0
444,Sacrifice,The Weeknd,0
445,Is There Someone Else?,The Weeknd,6
446,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",0
447,Out of Time,The Weeknd,0
448,Do It To It,"Cherish, ACRAZE",0
449,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",0
450,Pepas,Farruko,17
451,How Do I Make You Love Me?,The Weeknd,0
452,Gasoline,The Weeknd,0
453,Infinity,Jaymes Young,0
454,Less Than Zero,The Weeknd,0
455,Take My Breath,The Weeknd,0
456,good 4 u,Olivia Rodrigo,6
457,Best Friends,The Weeknd,0
458,Kiss Me More (feat. SZA),"SZA, Doja Cat",0
459,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",0
460,Need To Know,Doja Cat,0
461,MONTERO (Call Me By Your Name),Lil Nas X,0
462,love nwantiti (ah ah ah),Ckay,2
463,Dawn FM,The Weeknd,0
464,Surface Pressure,Jessica Darrow,0
465,Starry Eyes,The Weeknd,0
466,THATS WHAT I WANT,Lil Nas X,0
467,One Right Now (with The Weeknd),"The Weeknd, Post Malone",0
468,Mon Amour - Remix,"Aitana, zzoilo",2
469,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",26
470,MONEY,Lisa,13
471,Happier Than Ever,Billie Eilish,0
472,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",17
473,traitor,"Juan Cruz Toledo, Huilen Toledo",6
474,Toxic,BoyWithUke,0
475,drivers license,Olivia Rodrigo,3
476,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,5
477,Oh My God,Adele,0
478,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",3
479,A Tale By Quincy,The Weeknd,0
480,I AM WOMAN,Emmy Meli,0
481,It'll Be Okay,Shawn Mendes,0
482,Softcore,The Neighbourhood,12
483,Super Gremlin,Kodak Black,0
484,Todo De Ti,Rauw Alejandro,8
485,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",0
486,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",0
487,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",0
488,Every Angel is Terrifying,The Weeknd,0
489,Tacones Rojos,Sebastian Yatra,9
490,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",0
491,Dakiti,"Bad Bunny, Jhay Cortez",21
492,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",12
493,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",0
494,Life Goes On,Oliver Tree,0
495,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",0
496,Butter,BTS,6
497,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",0
498,You Right,"Doja Cat, The Weeknd",0
499,deja vu,Olivia Rodrigo,4
500,Dynamite,BTS,5
501,TO THE MOON,Jnr Choi,0
502,Lost in the Fire,"The Weeknd, Gesaffelstein",2
503,Salimo de Noche,"Trueno, Tiago pzk",0
504,Volando - Remix,"Sech, Bad Bunny, Mora",19
505,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",0
506,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",0
507,Love Grows (Where My Rosemary Goes),Edison Lighthouse,0
508,Phantom Regret by Jim,The Weeknd,0
509,Dos Oruguitas,Sebastian Yatra,0
510,Freaks,Surf Curse,3
511,Acapulco,Jason Derulo,0
512,Daddy Issues,The Neighbourhood,4
513,thought i was playing,"21 Savage, Gunna",0
514,ELEVEN,IVE,1
515,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",0
516,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",0
517,DANCE CRIP,Trueno,0
518,Miserable Man,David Kushner,0
519,happier,Olivia Rodrigo,4
520,Praise God,Kanye West,0
521,Get Into It (Yuh),Doja Cat,0
522,Before You Go,Lewis Capaldi,24
523,Sky,Playboi Carti,3
524,Rolling in the Deep,Adele,6
525,Sobrio,Maluma,10
526,Peru,"Ed Sheeran, Fireboy DML",0
527,favorite crime,Olivia Rodrigo,0
528,Thunder,"Prezioso, Gabry Ponte, LUM!X",10
529,positions,Ariana Grande,0
530,The Feels,TWICE,0
531,HEARTBREAK ANNIVERSARY,Giveon,4
532,No Lie,"Sean Paul, Dua Lipa",0
533,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",0
534,Pope Is a Rockstar,SALES,0
535,2055,Sleepy hallow,0
536,Bored,Billie Eilish,0
537,Happier Than Ever - Edit,Billie Eilish,0
538,Astronaut In The Ocean,Masked Wolf,0
539,Ley Seca,"Anuel Aa, Jhay Cortez",0
540,Every Summertime,NIKI,2
541,Talking To The Moon,Bruno Mars,2
542,you broke me first,Tate McRae,0
543,The Nights,Avicii,8
544,Take My Breath,The Weeknd,0
545,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",0
546,Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",0
547,Dance Monkey,Tones and I,0
548,Lucid Dreams,Juice WRLD,0
549,All of Me,John Legend,0
550,Smells Like Teen Spirit - Remastered 2021,Nirvana,9
551,Arcade,Duncan Laurence,0
552,Fair Trade (with Travis Scott),"Drake, Travis Scott",6
553,Bar,"Tini, L-Gante",4
554,The Rumbling (TV Size),SiM,0
555,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",5
556,Mr. Brightside,The Killers,15
557,Blessed-Cursed,ENHYPEN,0
558,AM Remix,"J Balvin, Nio Garcia, Bad Bunny",0
559,Streets,Doja Cat,0
560,Shallow,"Lady Gaga, Bradley Cooper",12
561,Polaroid Love,ENHYPEN,0
562,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",4
563,Permission to Dance,BTS,2
564,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",0
565,RAPSTAR,Polo G,0
566,'Till I Collapse,"Eminem, Nate Dogg",0
567,Memories,Maroon 5,2
568,25k jacket (feat. Lil Baby),"Gunna, Lil Baby",0
569,MAMIII,"Karol G, Becky G",28
570,Still D.R.E.,"Dr. Dre, Snoop Dogg",0
571,Stay Alive (Prod. SUGA of BTS),Jung Kook,5
572,Boyfriend,Dove Cameron,0
573,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",0
574,The Next Episode,"Dr. Dre, Snoop Dogg",0
575,Light Switch,Charlie Puth,0
576,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",0
577,Brividi,"Mahmood, Blanco",0
578,Lost,Frank Ocean,11
579,In Da Club,50 Cent,7
580,she's all i wanna be,Tate McRae,0
581,Ginseng Strip 2002,Yung Lean,0
582,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",0
583,Notion,The Rare Occasions,0
584,Formula,Labrinth,7
585,Mount Everest,Labrinth,0
586,Excuses,"Intense, AP Dhillon, Gurinder Gill",4
587,Cigarettes,Juice WRLD,0
588,California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",0
589,Forgot About Dre,"Eminem, Dr. Dre",0
590,Down Under (feat. Colin Hay),"Luude, Colin Hay",2
591,Mujeriego,Ryan Castro,0
592,HUMBLE.,Kendrick Lamar,1
593,Stan,"Eminem, Dido",0
594,Contection,"GODZZ__-, Zakaria",0
595,Swim,Chase Atlantic,0
596,A Tu Merced,Bad Bunny,11
597,Numb Little Bug,Em Beihold,0
598,212,"Mainstreet, Chefin",0
599,Bussin,"Nicki Minaj, Lil Baby",0
600,Worst Day,Future,0
601,Hrs and Hrs,Muni Long,0
602,Alien Blues,Vundabar,0
603,Thinking Out Loud,Ed Sheeran,0
604,Still Don't Know My Name,Labrinth,0
605,Christmas Tree,V,9
606,When I R.I.P.,Labrinth,0
607,Do We Have A Problem?,"Nicki Minaj, Lil Baby",0
608,Forever,Labrinth,0
609,Gospel (with Eminem),"Eminem, Dr. Dre",0
610,NEW MAGIC WAND,"Tyler, The Creator",0
611,Adore You,Harry Styles,1
612,La Santa,"Daddy Yankee, Bad Bunny",20
613,Something In The Way - Remastered 2021,Nirvana,0
614,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",0
615,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",4
616,Envolver,Anitta,2
617,Starlight,Dave,3
618,Hati-Hati di Jalan,Tulus,2
619,"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,0
620,Yo Voy (feat. Daddy Yankee),Zion & Lennox,2
621,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",0
622,Jordan,Ryan Castro,2
623,Nail Tech,Jack Harlow,0
624,DARARI,Treasure,0
625,Ya No Somos Ni Seremos,Christian Nodal,16
626,Thinking with My Dick,"Kevin Gates, Juicy J",0
627,Freaky Deaky,"Tyga, Doja Cat",0
628,this is what falling in love feels like,JVKE,0
629,La Zona,Bad Bunny,0
630,Bohemian Rhapsody - Remastered 2011,Queen,3
631,Hope,XXXTENTACION,0
632,Levitating,Dua Lipa,0
633,Wake Me Up - Radio Edit,Avicii,34
634,"jealousy, jealousy",Olivia Rodrigo,0
635,Demasiadas Mujeres,C. Tangana,0
636,Something Just Like This,"The Chainsmokers, Coldplay",21
637,Closer,"The Chainsmokers, Halsey",0
638,O.O,NMIXX,0
639,Somebody That I Used To Know,"Gotye, Kimbra",0
640,Tom's Diner,"AnnenMayKantereit, Giant Rooks",0
641,First Class,Jack Harlow,0
642,Plan A,Paulo Londra,0
643,Fuera del mercado,Danny Ocean,21
644,When You're Gone,Shawn Mendes,0
645,In My Head,Lil Tjay,0
646,Wait a Minute!,Willow,0
647,LOVE DIVE,IVE,8
648,Pantysito,"Feid, Alejo, Robi",0
649,Chance,Paulo Londra,0
650,Cool for the Summer,Demi Lovato,0
651,psychofreak (feat. WILLOW),"Camila Cabello, Willow",0
652,Angel Baby,Troye Sivan,9
653,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",0
654,Right On,Lil Baby,0
655,That's Hilarious,Charlie Puth,2
656,Soy El Unico,Yahritza Y Su Esencia,0
657,Falling,Harry Styles,0
658,Sigue,"Ed Sheeran, J Balvin",0
659,Fim de Semana no Rio,teto,2
660,MANIAC,Stray Kids,0
661,There's Nothing Holdin' Me Back,Shawn Mendes,0
662,IDGAF (with blackbear),"Blackbear, BoyWithUke",0
663,Golden,Harry Styles,1
664,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",0
665,Ain't Shit,Doja Cat,0
666,Still Life,BIGBANG,0
667,Photograph,Ed Sheeran,3
668,Love Yourself,Justin Bieber,5
669,N95,Kendrick Lamar,0
670,About Damn Time,Lizzo,0
671,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",0
672,Un Ratito,Bad Bunny,6
673,United In Grief,Kendrick Lamar,0
674,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",0
675,Yo No Soy Celoso,Bad Bunny,0
676,Rich Spirit,Kendrick Lamar,0
677,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",0
678,Me Fui de Vacaciones,Bad Bunny,0
679,Silent Hill,"Kendrick Lamar, Kodak Black",0
680,La Corriente,"Tony Dize, Bad Bunny",8
681,Count Me Out,Kendrick Lamar,0
682,Andrea,"Buscabulla, Bad Bunny",0
683,Dos Mil 16,Bad Bunny,3
684,We Cry Together,"Kendrick Lamar, Taylour Paige",0
685,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",0
686,Un Coco,Bad Bunny,28
687,Worldwide Steppers,Kendrick Lamar,0
688,Aguacero,Bad Bunny,0
689,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",0
690,Un Verano Sin Ti,Bad Bunny,1
691,ULTRA SOLO,"Polima WestCoast, Pailita",0
692,Callaita,"Bad Bunny, Tainy",15
693,Dua Lipa,Jack Harlow,0
694,Agosto,Bad Bunny,0
695,House Of Memories,Panic! At The Disco,0
696,Mr. Morale,"Kendrick Lamar, Tanna Leone",0
697,That That (prod. & feat. SUGA of BTS),"PSY, Suga",0
698,In The Stars,Benson Boone,8
699,Rich - Interlude,Kendrick Lamar,0
700,Stefania (Kalush Orchestra),KALUSH,0
701,Thousand Miles,The Kid Laroi,0
702,Crown,Kendrick Lamar,0
703,Auntie Diaries,Kendrick Lamar,0
704,PUFFIN ON ZOOTIEZ,Future,0
705,Mirror,Kendrick Lamar,0
706,Beautiful Girl,Luciano,4
707,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",0
708,Savior - Interlude,Kendrick Lamar,0
709,Pasoori,"Shae Gill, Ali Sethi",6
710,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",0
711,Where Did You Go?,"MNEK, Jax Jones",0
712,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",0
713,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",0
714,ZOOM,Jessi,0
715,SloMo,Chanel,0
716,FEARLESS,LE SSERAFIM,0
717,10 Things I Hate About You,Leah Kate,0
718,SPACE MAN,Sam Ryder,0
719,With you,"HA SUNG WOON, Jimin",2
720,Iris,The Goo Goo Dolls,9
721,The Heart Part 5,Kendrick Lamar,0
722,San Lucas,Kevin Kaarl,1
723,Good Looking,Suki Waterhouse,0
724,Flowers,Lauren Spencer Smith,0
725,Yet To Come,BTS,0
726,Run BTS,BTS,0
727,Music For a Sushi Restaurant,Harry Styles,1
728,Matilda,Harry Styles,3
729,For Youth,BTS,0
730,Daylight,Harry Styles,0
731,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,0
732,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",0
733,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",0
734,Born Singer,BTS,0
735,Little Freak,Harry Styles,0
736,True Love,"Kanye West, XXXTENTACION",0
737,Satellite,Harry Styles,5
738,Pass The Dutchie,Musical Youth,0
739,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",0
740,Love Of My Life,Harry Styles,0
741,Grapejuice,Harry Styles,0
742,So Good,Halsey,0
743,Belly Dancer,"BYOR, Imanbek",13
744,Keep Driving,Harry Styles,1
745,Cinema,Harry Styles,0
746,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",0
747,Only Love Can Hurt Like This,Paloma Faith,0
748,Hold My Hand,Lady Gaga,0
749,Daydreaming,Harry Styles,1
750,Numb,"Marshmello, Khalid",2
751,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",0
752,Me and Your Mama,Childish Gambino,0
753,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",0
754,SLOW DANCING IN THE DARK,Joji,0
755,Antes de Perderte,Duki,8
756,Boyfriends,Harry Styles,0
757,Tak Ingin Usai,Keisya Levronka,4
758,En El Radio Un Cochinero,Victor Cibrian,0
759,Master of Puppets (Remastered),Metallica,0
760,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",0
761,Massive,Drake,0
762,Betty (Get Money),Yung Gravy,0
763,Ojos Marrones,Lasso,11
764,POP!,Nayeon,0
765,MORE,j-hope,0
766,Sweet Child O' Mine,Guns N' Roses,1
767,Last Last,Burna Boy,12
768,SNAP,Rosa Linn,0
769,Sticky,Drake,0
770,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",0
771,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",4
772,La Loto,"Anitta, Tini, Becky G",0
773,die first,Nessa Barrett,0
774,Afraid To Feel,LF System,5
775,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",2
776,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",0
777,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",0
778,Caile,Luar La L,2
779,GIVENCHY,Duki,4
780,Mary On A Cross,Ghost,2
781,Attention,NewJeans,12
782,THE SHADE,Rex Orange County,6
783,"Come Back Home - From ""Purple Hearts""",Sofia Carson,0
784,El Rescate,"Grupo Marca Registrada, Junior H",4
785,Heartless,Kanye West,34
786,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",0
787,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",5
788,JGL,"Luis R Conriquez, La Adictiva",9
789,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",0
790,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",4
791,Hold Me Closer,"Elton John, Britney Spears",0
792,Forget Me,Lewis Capaldi,4
793,After LIKE,IVE,12
794,Bound 2,Kanye West,7
795,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",6
796,Talk that Talk,TWICE,0
797,BILLIE EILISH.,Armani White,0
798,Ferxxo 100,Feid,30
799,KU LO SA - A COLORS SHOW,Oxlade,8
800,Prohibidox,Feid,12
801,Static,Steve Lacy,0
802,The Scientist,Coldplay,6
803,Sparks,Coldplay,4
804,Talk,YEAT,0
805,Selfish,PnB Rock,0
806,Lady Mi Amor,Feid,0
807,Poland,Lil Yachty,0
808,Bye Bye,"Marshmello, Juice WRLD",0
809,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",0
810,Nxde,(G)I-DLE,6
811,Miss You,Southstar,0
812,we fell in love in october,girl in red,0
813,2 Be Loved (Am I Ready),Lizzo,6
814,Celestial,Ed Sheeran,0
815,Typa Girl,BLACKPINK,10
816,I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",1
817,California Breeze,Lil Baby,0
818,Major Distribution,"Drake, 21 Savage",0
819,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",0
820,Vigilante Shit,Taylor Swift,0
821,Midnights,Taylor Swift,0
822,On BS,"Drake, 21 Savage",0
823,Mastermind,Taylor Swift,0
824,Circo Loco,"Drake, 21 Savage",0
825,Labyrinth,Taylor Swift,0
826,Spin Bout U,"Drake, 21 Savage",2
827,Sweet Nothing,Taylor Swift,0
828,"Would've, Could've, Should've",Taylor Swift,0
829,Con La Brisa,"Ludwig Goransson, Foudeqush",0
830,Privileged Rappers,"Drake, 21 Savage",0
831,The Astronaut,Jin,9
832,BackOutsideBoyz,Drake,0
833,Broke Boys,"Drake, 21 Savage",0
834,The Great War,Taylor Swift,0
835,My Mind & Me,Selena Gomez,0
836,Bigger Than The Whole Sky,Taylor Swift,0
837,A Veces (feat. Feid),"Feid, Paulo Londra",0
838,En La De Ella,"Feid, Sech, Jhayco",0
839,Alone,Burna Boy,2
